name,artists,danceability,energy,loudness,speechiness,valence,tempo,streams
The First Noel - Remastered 1999,Frank Sinatra,0.17600000000000002,0.153,-15.969000000000001,0.0365,0.157,84.741,1854133
"You're A Mean One, Mr. Grinch - From Dr. Seuss' 'How The Grinch Stole Christmas'",Thurl Ravenscroft,0.478,0.475,-10.901,0.28,0.43700000000000006,89.2,1841015
Sleigh Ride,Carpenters,0.6940000000000001,0.243,-15.632,0.0723,0.578,100.774,1814617
The Little Drummer Boy,Bing Crosby,0.643,0.131,-15.647,0.0339,0.445,112.152,1600844
Best Man,Huncho Jack,0.741,0.6729999999999999,-4.654,0.062,0.163,107.084,1596702
Merry Christmas Darling - Album Version/Remix,Carpenters,0.327,0.24,-15.181,0.0327,0.193,81.113,1539909
La Modelo,Ozuna,0.8220000000000001,0.743,-2.0380000000000003,0.0451,0.78,98.005,1508604
Sleigh Ride,Andy Williams,0.5710000000000001,0.634,-9.155,0.0537,0.805,109.575,1470986
Silent Night,Carpenters,0.125,0.174,-16.878,0.0363,0.12300000000000001,89.095,1458250
All I Want For Christmas (Is My Two Front Teeth) - Remastered,Nat King Cole Trio,0.752,0.0869,-16.759,0.071,0.502,130.566,1449806
The Man With The Bag,Kay Starr,0.674,0.319,-7.109,0.0764,0.747,70.057,1439937
Rockin' Around The Christmas Tree - Recorded at Spotify Studios NYC,Miley Cyrus,0.602,0.713,-7.58,0.0351,0.7959999999999999,141.987,1435369
Santa Claus Is Coming To Town,The Jackson 5,0.685,0.565,-11.217,0.0374,0.96,147.472,1401000
Mall,Gucci Mane,0.7490000000000001,0.809,-7.649,0.0504,0.311,147.99200000000002,1397952
Fairytale of New York (feat. Kirsty MacColl),The Pogues,0.319,0.6509999999999999,-6.335,0.0342,0.474,118.501,1393664
Driving Home for Christmas,Chris Rea,0.603,0.705,-7.547000000000001,0.0328,0.89,90.12,1382491
