Artist,Song,Date,Current Rank,Last Weeks Position,Weeks on Chart,Peak Position
Joanie Sommers,One Boy,1960-07-18,79,85,79,3
Jackie Wilson,Doggin' Around,1960-07-18,80,47,15,16
Connie Stevens,Too Young To Go Steady,1960-07-18,81,87,81,3
Rusty Draper,"Please Help Me, I'm Falling",1960-07-18,82,0,0,0
Charlie Ryan and the Timberline Riders,Hot Rod Lincoln,1960-07-18,83,92,78,8
Bobby Darin,I'll Be There,1960-07-18,84,79,79,2
Johnny Cash,Second Honeymoon,1960-07-18,85,86,85,3
Johnny Cash And The Tennessee Two,Down The Street To 301,1960-07-18,86,89,86,2
Hank Ballard And The Midnighters,The Twist,1960-07-18,87,0,0,0
The Ventures,Walk -- Don't Run,1960-07-18,88,0,0,0
Jackie Wilson,"A Woman, A Lover, A Friend",1960-07-18,89,90,89,2
Clyde McPhatter,Ta Ta,1960-07-18,90,0,0,0
Jimmy Jones,That's When I Cried,1960-07-18,91,98,91,2
Anthony Newley,Do You Mind?,1960-07-18,92,0,0,0
Elvis Presley With The Jordanaires,Stuck On You,1960-07-18,93,50,1,16
Shirley and Lee,I've Been Loved Before,1960-07-18,94,96,94,3
Dion & The Belmonts,In The Still Of The Night,1960-07-18,95,0,0,0
The Drifters,Lonely Winds,1960-07-18,96,67,54,9
The Olympics,Big Boy Pete,1960-07-18,97,-,92,3
The Flamingos,Mio Amore,1960-07-18,98,0,0,0
Pat Boone,Spring Rain,1960-07-18,99,54,50,8
The Viscounts,Night Train,1960-07-18,100,0,0,0
Brenda Lee,I'm Sorry,1960-07-25,1,1,1,9
Roy Orbison,Only The Lonely (Know How I Feel),1960-07-25,2,4,2,8
Hollywood Argyles,Alley-Oop,1960-07-25,3,2,1,9
Connie Francis,Everybody's Somebody's Fool,1960-07-25,4,3,1,12
Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,1960-07-25,5,10,5,4
The Fendermen,Mule Skinner Blues,1960-07-25,6,7,5,10
Safaris with The Phantom's Band,Image Of A Girl,1960-07-25,7,14,7,8
Ray Peterson,Tell Laura I Love Her,1960-07-25,8,9,8,7
Hank Locklin,"Please Help Me, I'm Falling",1960-07-25,9,15,9,10
Brenda Lee,That's All You Gotta Do,1960-07-25,10,6,6,8
The Everly Brothers,When Will I Be Loved,1960-07-25,11,8,8,9
Duane Eddy And The Rebels,Because They're Young,1960-07-25,12,5,4,10
Fats Domino,Walking To New Orleans,1960-07-25,13,13,13,6
Elvis Presley With The Jordanaires,It's Now Or Never,1960-07-25,14,44,14,2
Dinah Washington & Brook Benton,A Rockin' Good Way (To Mess Around And Fall In Love),1960-07-25,15,11,7,10
Paul Anka,My Home Town,1960-07-25,16,12,8,10
Hank Ballard And The Midnighters,Finger Poppin' Time,1960-07-25,17,28,17,11
Garry Miles,Look For A Star,1960-07-25,18,22,18,6
Bill Black's Combo,Josephine,1960-07-25,19,18,18,5
Donnie Brooks,Mission Bell,1960-07-25,20,25,20,7
The Crests,Trouble In Paradise,1960-07-25,21,26,21,7
Fats Domino,Don't Come Knockin',1960-07-25,22,38,22,5
Lloyd Price and His Orchestra,Question,1960-07-25,23,36,23,5
Billy Vaughn And His Orchestra,Look For A Star,1960-07-25,24,39,24,6
Johnny Preston,Feel So Fine,1960-07-25,25,41,25,6
Garry Mills,Look For A Star - Part I,1960-07-25,26,40,26,6
Dinah Washington,This Bitter Earth,1960-07-25,27,37,27,6
Dante and the Evergreens,Alley-Oop,1960-07-25,28,20,15,9
Deane Hawley,Look For A Star,1960-07-25,29,30,29,6
Sam Cooke,Wonderful World,1960-07-25,30,17,12,12
The Everly Brothers,Cathy's Clown,1960-07-25,31,16,1,15
The Skyliners,Pennies From Heaven,1960-07-25,32,24,24,12
Jack Scott,Burning Bridges,1960-07-25,33,19,3,15
Tommy Edwards,I Really Don't Want To Know,1960-07-25,34,45,18,10
Patti Page,One Of Us (Will Weep Tonight),1960-07-25,35,48,31,8
Connie Francis,Jealous Of You (Tango Della Gelosia),1960-07-25,36,27,19,10
Conway Twitty,Is A Blue Bird Blue,1960-07-25,37,35,35,7
Little Willie John,Heartbreak (It's Hurtin' Me),1960-07-25,38,75,38,8
The Ventures,Walk -- Don't Run,1960-07-25,39,88,39,2
Bobby Marchan,There's Something On Your Mind (Part 2),1960-07-25,40,31,31,7
Marty Robbins,Is There Any Chance,1960-07-25,41,66,41,6
Ron Holden with The Thunderbirds,Love You So,1960-07-25,42,21,7,17
Jim Reeves,I'm Gettin' Better,1960-07-25,43,42,37,6
Anita Bryant,Paper Roses,1960-07-25,44,23,5,16
Frankie Avalon,Where Are You,1960-07-25,45,51,45,7
The Fleetwoods,Runaround,1960-07-25,46,33,23,10
Paul Evans,Happy-Go-Lucky-Me,1960-07-25,47,29,10,13
Bobby Rydell,Volare,1960-07-25,48,60,48,2
Jackie Wilson,(You Were Made For) All My Love,1960-07-25,49,62,49,3
Anita Bryant,In My Little Corner Of The World,1960-07-25,50,61,50,3
The Coasters,"Wake Me, Shake Me",1960-07-25,51,59,51,6
Etta James,All I Could Do Was Cry,1960-07-25,52,55,33,13
Elvis Presley With The Jordanaires,A Mess Of Blues,1960-07-25,53,0,0,0
Bobby Darin,Won't You Come Home Bill Bailey,1960-07-25,54,32,19,10
Charlie Ryan and the Timberline Riders,Hot Rod Lincoln,1960-07-25,55,83,55,9
Dorsey Burnette,Hey Little One,1960-07-25,56,50,50,8
The Bobbettes,I Shot Mr. Lee,1960-07-25,57,73,57,4
Ray Charles and his Orchestra,Sticks And Stones,1960-07-25,58,43,43,5
The Beau-Marks,Clap Your Hands,1960-07-25,59,49,45,11
Jon Thomas and Orchestra,Heartbreak (It's Hurtin' Me),1960-07-25,60,70,60,6
Hank Ballard And The Midnighters,The Twist,1960-07-25,61,87,61,2
The Kingston Trio,Bad Man Blunder,1960-07-25,62,65,62,6
Clyde McPhatter,Ta Ta,1960-07-25,63,90,63,2
Red River Dave,There's A Star Spangled Banner Waving #2 (The Ballad Of Francis Powers),1960-07-25,64,68,64,5
The Demensions,Over The Rainbow,1960-07-25,65,78,65,4
Rusty Draper,"Please Help Me, I'm Falling",1960-07-25,66,82,66,2
Ella Fitzgerald,Mack The Knife,1960-07-25,67,52,27,13
Paul Anka,Something Happened,1960-07-25,68,47,41,9
The Brothers Four,My Tani,1960-07-25,69,72,69,4
Andy Williams,Do You Mind?,1960-07-25,70,71,70,4
Connie Stevens,Too Young To Go Steady,1960-07-25,71,81,71,4
Adam Wade,I Can't Help It,1960-07-25,72,64,64,6
Charlie Rich,Lonely Weekends,1960-07-25,73,57,22,20
Jimmy Jones,Good Timin',1960-07-25,74,53,3,15
Joanie Sommers,One Boy,1960-07-25,75,79,75,4
Bobby Rydell,Swingin' School,1960-07-25,76,46,5,12
Johnny Horton,Johnny Freedom,1960-07-25,77,69,69,4
Dion & The Belmonts,In The Still Of The Night,1960-07-25,78,95,78,2
Johnny Cash,Second Honeymoon,1960-07-25,79,85,79,4
Jackie Wilson,"A Woman, A Lover, A Friend",1960-07-25,80,89,80,3
The Everly Brothers,Be Bop A-Lula,1960-07-25,81,74,74,3
Jim Reeves,I Know One,1960-07-25,82,0,0,0
Annette With The Afterbeats,Train Of Love,1960-07-25,83,54,36,8
Johnny And The Hurricanes,Down Yonder,1960-07-25,84,76,48,9
Johnny Cash And The Tennessee Two,Down The Street To 301,1960-07-25,85,86,85,3
Johnny Burnette,Dreamin',1960-07-25,86,0,0,0
Jimmy Jones,That's When I Cried,1960-07-25,87,91,87,3
Guy Mitchell,My Shoes Keep Walking Back To You,1960-07-25,88,-,88,2
Jeanne Black,Lisa,1960-07-25,89,0,0,0
Don Costa And His Orchestra And Chorus,"Theme From ""The Unforgiven"" (The Need For Love)",1960-07-25,90,34,27,13
Jessie Hill,Whip It On Me,1960-07-25,91,0,0,0
Johnny Cash,Honky-Tonk Girl,1960-07-25,92,0,0,0
The Olympics,Big Boy Pete,1960-07-25,93,97,92,4
The Flamingos,Mio Amore,1960-07-25,94,98,94,2
Freddie Cannon,Happy Shades Of Blue,1960-07-25,95,0,0,0
Ferrante & Teicher,Theme From The Apartment,1960-07-25,96,0,0,0
Shirley and Lee,I've Been Loved Before,1960-07-25,97,94,94,4
The Viscounts,Night Train,1960-07-25,98,100,98,2
Hank Thompson,She's Just A Whole Lot Like You,1960-07-25,99,0,0,0
Jack Scott,Cool Water,1960-07-25,100,0,0,0
Brenda Lee,I'm Sorry,1960-08-01,1,1,1,10
Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,1960-08-01,2,5,2,5
Elvis Presley With The Jordanaires,It's Now Or Never,1960-08-01,3,14,3,3
Roy Orbison,Only The Lonely (Know How I Feel),1960-08-01,4,2,2,9
Hollywood Argyles,Alley-Oop,1960-08-01,5,3,1,10
Safaris with The Phantom's Band,Image Of A Girl,1960-08-01,6,7,6,9
Ray Peterson,Tell Laura I Love Her,1960-08-01,7,8,7,8
Hank Locklin,"Please Help Me, I'm Falling",1960-08-01,8,9,8,11
The Fendermen,Mule Skinner Blues,1960-08-01,9,6,5,11
Brenda Lee,That's All You Gotta Do,1960-08-01,10,10,6,9
Connie Francis,Everybody's Somebody's Fool,1960-08-01,11,4,1,13
The Everly Brothers,When Will I Be Loved,1960-08-01,12,11,8,10
Fats Domino,Walking To New Orleans,1960-08-01,13,13,13,7
Hank Ballard And The Midnighters,Finger Poppin' Time,1960-08-01,14,17,14,12
Johnny Preston,Feel So Fine,1960-08-01,15,25,15,7
Garry Miles,Look For A Star,1960-08-01,16,18,16,7
Duane Eddy And The Rebels,Because They're Young,1960-08-01,17,12,4,11
The Ventures,Walk -- Don't Run,1960-08-01,18,39,18,3
Billy Vaughn And His Orchestra,Look For A Star,1960-08-01,19,24,19,7
The Crests,Trouble In Paradise,1960-08-01,20,21,20,8
Fats Domino,Don't Come Knockin',1960-08-01,21,22,21,6
Lloyd Price and His Orchestra,Question,1960-08-01,22,23,22,6
Bill Black's Combo,Josephine,1960-08-01,23,19,18,6
Donnie Brooks,Mission Bell,1960-08-01,24,20,20,8
Dinah Washington & Brook Benton,A Rockin' Good Way (To Mess Around And Fall In Love),1960-08-01,25,15,7,11
Jackie Wilson,(You Were Made For) All My Love,1960-08-01,26,49,26,4
Paul Anka,My Home Town,1960-08-01,27,16,8,11
Dante and the Evergreens,Alley-Oop,1960-08-01,28,28,15,10
Garry Mills,Look For A Star - Part I,1960-08-01,29,26,26,7
Bobby Rydell,Volare,1960-08-01,30,48,30,3
Dinah Washington,This Bitter Earth,1960-08-01,31,27,27,7
Frankie Avalon,Where Are You,1960-08-01,32,45,32,8
Marty Robbins,Is There Any Chance,1960-08-01,33,41,33,7
Jackie Wilson,"A Woman, A Lover, A Friend",1960-08-01,34,80,34,4
Bobby Marchan,There's Something On Your Mind (Part 2),1960-08-01,35,40,31,8
Deane Hawley,Look For A Star,1960-08-01,36,29,29,7
Conway Twitty,Is A Blue Bird Blue,1960-08-01,37,37,35,8
Sam Cooke,Wonderful World,1960-08-01,38,30,12,13
Patti Page,One Of Us (Will Weep Tonight),1960-08-01,39,35,31,9
Elvis Presley With The Jordanaires,A Mess Of Blues,1960-08-01,40,53,40,2
Anita Bryant,In My Little Corner Of The World,1960-08-01,41,50,41,4
Little Willie John,Heartbreak (It's Hurtin' Me),1960-08-01,42,38,38,9
The Kingston Trio,Bad Man Blunder,1960-08-01,43,62,43,7
Tommy Edwards,I Really Don't Want To Know,1960-08-01,44,34,18,11
The Everly Brothers,Cathy's Clown,1960-08-01,45,31,1,16
Jack Scott,Burning Bridges,1960-08-01,46,33,3,16
The Fleetwoods,Runaround,1960-08-01,47,46,23,11
Dorsey Burnette,Hey Little One,1960-08-01,48,56,48,9
Chubby Checker,The Twist,1960-08-01,49,0,0,0
Jim Reeves,I'm Gettin' Better,1960-08-01,50,43,37,7
Connie Francis,Jealous Of You (Tango Della Gelosia),1960-08-01,51,36,19,11
The Bobbettes,I Shot Mr. Lee,1960-08-01,52,57,52,5
Hank Ballard And The Midnighters,The Twist,1960-08-01,53,61,53,3
Rusty Draper,"Please Help Me, I'm Falling",1960-08-01,54,66,54,3
Jon Thomas and Orchestra,Heartbreak (It's Hurtin' Me),1960-08-01,55,60,55,7
The Coasters,"Wake Me, Shake Me",1960-08-01,56,51,51,7
Charlie Ryan and the Timberline Riders,Hot Rod Lincoln,1960-08-01,57,55,55,10
The Demensions,Over The Rainbow,1960-08-01,58,65,58,5
Johnny Burnette,Dreamin',1960-08-01,59,86,59,2
The Brothers Four,My Tani,1960-08-01,60,69,60,5
Clyde McPhatter,Ta Ta,1960-08-01,61,63,61,3
Anita Bryant,Paper Roses,1960-08-01,62,44,5,17
Ron Holden with The Thunderbirds,Love You So,1960-08-01,63,42,7,18
The Skyliners,Pennies From Heaven,1960-08-01,64,32,24,13
Etta James,All I Could Do Was Cry,1960-08-01,65,52,33,14
Dion & The Belmonts,In The Still Of The Night,1960-08-01,66,78,66,3
Ray Charles and his Orchestra,Sticks And Stones,1960-08-01,67,58,43,6
Joanie Sommers,One Boy,1960-08-01,68,75,68,5
The Beau-Marks,Clap Your Hands,1960-08-01,69,59,45,12
Ella Fitzgerald,Mack The Knife,1960-08-01,70,67,27,14
Paul Evans,Happy-Go-Lucky-Me,1960-08-01,71,47,10,14
Bobby Darin,Won't You Come Home Bill Bailey,1960-08-01,72,54,19,11
Paul Anka,I Love You In The Same Old Way,1960-08-01,73,0,0,0
Adam Wade,I Can't Help It,1960-08-01,74,72,64,7
Connie Stevens,Too Young To Go Steady,1960-08-01,75,71,71,5
The Platters Featuring Tony Williams,Red Sails In The Sunset,1960-08-01,76,0,0,0
Nat King Cole-Stan Kenton,My Love,1960-08-01,77,0,0,0
Jeanne Black,Lisa,1960-08-01,78,89,78,2
Paul Anka,Hello Young Lovers,1960-08-01,79,0,0,0
Charlie Rich,Lonely Weekends,1960-08-01,80,73,22,21
Red River Dave,There's A Star Spangled Banner Waving #2 (The Ballad Of Francis Powers),1960-08-01,81,64,64,6
Guy Mitchell,My Shoes Keep Walking Back To You,1960-08-01,82,88,82,3
Jimmy Jones,That's When I Cried,1960-08-01,83,87,83,4
Andy Williams,Do You Mind?,1960-08-01,84,70,70,5
Ferrante & Teicher,Theme From The Apartment,1960-08-01,85,96,85,2
Don Gibson,"Far, Far Away",1960-08-01,86,0,0,0
Jack Scott,Cool Water,1960-08-01,87,100,87,2
The Flamingos,Mio Amore,1960-08-01,88,94,88,3
Jerry Wallace,Swingin' Down The Lane,1960-08-01,89,0,0,0
The Everly Brothers,Be Bop A-Lula,1960-08-01,90,81,74,4
The Olympics,Big Boy Pete,1960-08-01,91,93,91,5
Etta & Harvey,If I Can't Have You,1960-08-01,92,0,0,0
Freddie Cannon,Happy Shades Of Blue,1960-08-01,93,95,93,2
Shirley and Lee,I've Been Loved Before,1960-08-01,94,97,94,5
Jack Scott,It Only Happened Yesterday,1960-08-01,95,0,0,0
Jan & Dean,We Go Together,1960-08-01,96,0,0,0
Jerry Byrd,Theme From Adventures In Paradise,1960-08-01,97,0,0,0
Jimmie Rodgers,"The Wreck Of The ""John B""",1960-08-01,98,0,0,0
Bobby Vee,Devil Or Angel,1960-08-01,99,0,0,0
The Viscounts,Night Train,1960-08-01,100,98,98,3
Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,1960-08-08,1,2,1,6
Brenda Lee,I'm Sorry,1960-08-08,2,1,1,11
Elvis Presley With The Jordanaires,It's Now Or Never,1960-08-08,3,3,3,4
Roy Orbison,Only The Lonely (Know How I Feel),1960-08-08,4,4,2,10
Hollywood Argyles,Alley-Oop,1960-08-08,5,5,1,11
Safaris with The Phantom's Band,Image Of A Girl,1960-08-08,6,6,6,10
The Ventures,Walk -- Don't Run,1960-08-08,7,18,7,4
Ray Peterson,Tell Laura I Love Her,1960-08-08,8,7,7,9
Hank Locklin,"Please Help Me, I'm Falling",1960-08-08,9,8,8,12
Fats Domino,Walking To New Orleans,1960-08-08,10,13,10,8
Chubby Checker,The Twist,1960-08-08,11,49,11,2
Connie Francis,Everybody's Somebody's Fool,1960-08-08,12,11,1,14
The Fendermen,Mule Skinner Blues,1960-08-08,13,9,5,12
Johnny Preston,Feel So Fine,1960-08-08,14,15,14,8
Hank Ballard And The Midnighters,Finger Poppin' Time,1960-08-08,15,14,14,13
Garry Miles,Look For A Star,1960-08-08,16,16,16,8
Duane Eddy And The Rebels,Because They're Young,1960-08-08,17,17,4,12
Donnie Brooks,Mission Bell,1960-08-08,18,24,18,9
Lloyd Price and His Orchestra,Question,1960-08-08,19,22,19,7
The Crests,Trouble In Paradise,1960-08-08,20,20,20,9
The Everly Brothers,When Will I Be Loved,1960-08-08,21,12,8,11
Bill Black's Combo,Josephine,1960-08-08,22,23,18,7
Anita Bryant,In My Little Corner Of The World,1960-08-08,23,41,23,5
Jackie Wilson,(You Were Made For) All My Love,1960-08-08,24,26,24,5
The Demensions,Over The Rainbow,1960-08-08,25,58,25,6
Dinah Washington,This Bitter Earth,1960-08-08,26,31,26,8
Bobby Rydell,Volare,1960-08-08,27,30,27,4
Billy Vaughn And His Orchestra,Look For A Star,1960-08-08,28,19,19,8
Jackie Wilson,"A Woman, A Lover, A Friend",1960-08-08,29,34,29,5
Fats Domino,Don't Come Knockin',1960-08-08,30,21,21,7
Marty Robbins,Is There Any Chance,1960-08-08,31,33,31,8
Frankie Avalon,Where Are You,1960-08-08,32,32,32,9
Brenda Lee,That's All You Gotta Do,1960-08-08,33,10,6,10
Dinah Washington & Brook Benton,A Rockin' Good Way (To Mess Around And Fall In Love),1960-08-08,34,25,7,12
Garry Mills,Look For A Star - Part I,1960-08-08,35,29,26,8
Ferrante & Teicher,Theme From The Apartment,1960-08-08,36,85,36,3
The Kingston Trio,Bad Man Blunder,1960-08-08,37,43,37,8
Conway Twitty,Is A Blue Bird Blue,1960-08-08,38,37,35,9
Charlie Ryan and the Timberline Riders,Hot Rod Lincoln,1960-08-08,39,57,39,11
Ray Charles and his Orchestra,Sticks And Stones,1960-08-08,40,67,40,7
Johnny Burnette,Dreamin',1960-08-08,41,59,41,3
Dante and the Evergreens,Alley-Oop,1960-08-08,42,28,15,11
Deane Hawley,Look For A Star,1960-08-08,43,36,29,8
Patti Page,One Of Us (Will Weep Tonight),1960-08-08,44,39,31,10
Bobby Marchan,There's Something On Your Mind (Part 2),1960-08-08,45,35,31,9
Dion & The Belmonts,In The Still Of The Night,1960-08-08,46,66,46,4
Tommy Edwards,I Really Don't Want To Know,1960-08-08,47,44,18,12
Jon Thomas and Orchestra,Heartbreak (It's Hurtin' Me),1960-08-08,48,55,48,8
Little Willie John,Heartbreak (It's Hurtin' Me),1960-08-08,49,42,38,10
The Brothers Four,My Tani,1960-08-08,50,60,50,6
Elvis Presley With The Jordanaires,A Mess Of Blues,1960-08-08,51,40,40,3
The Everly Brothers,Cathy's Clown,1960-08-08,52,45,1,17
The Bobbettes,I Shot Mr. Lee,1960-08-08,53,52,52,6
Paul Anka,My Home Town,1960-08-08,54,27,8,12
Clyde McPhatter,Ta Ta,1960-08-08,55,61,55,4
Jack Scott,Burning Bridges,1960-08-08,56,46,3,17
The Coasters,"Wake Me, Shake Me",1960-08-08,57,56,51,8
The Platters Featuring Tony Williams,Red Sails In The Sunset,1960-08-08,58,76,58,2
Brook Benton,Kiddio,1960-08-08,59,0,0,0
Joanie Sommers,One Boy,1960-08-08,60,68,60,6
The Fleetwoods,Runaround,1960-08-08,61,47,23,12
Jeanne Black,Lisa,1960-08-08,62,78,62,3
Paul Anka,Hello Young Lovers,1960-08-08,63,79,63,2
Nat King Cole-Stan Kenton,My Love,1960-08-08,64,77,64,2
Dorsey Burnette,Hey Little One,1960-08-08,65,48,48,10
Jim Reeves,I'm Gettin' Better,1960-08-08,66,50,37,8
Rusty Draper,"Please Help Me, I'm Falling",1960-08-08,67,54,54,4
Sam Cooke,Wonderful World,1960-08-08,68,38,12,14
Etta James,All I Could Do Was Cry,1960-08-08,69,65,33,15
The Beau-Marks,Clap Your Hands,1960-08-08,70,69,45,13
Andy Williams,Do You Mind?,1960-08-08,71,84,70,6
Don Gibson,"Far, Far Away",1960-08-08,72,86,72,2
Ron Holden with The Thunderbirds,Love You So,1960-08-08,73,63,7,19
The Flamingos,Mio Amore,1960-08-08,74,88,74,4
Don Costa And His Orchestra And Chorus,Never On Sunday,1960-08-08,75,0,0,0
Jack Scott,It Only Happened Yesterday,1960-08-08,76,95,76,2
The Olympics,Big Boy Pete,1960-08-08,77,91,77,6
Jimmie Rodgers,"The Wreck Of The ""John B""",1960-08-08,78,98,78,2
Jerry Wallace,Swingin' Down The Lane,1960-08-08,79,89,79,2
The Ivy Three,Yogi,1960-08-08,80,0,0,0
Teresa Brewer,Anymore,1960-08-08,81,0,0,0
The Viscounts,Night Train,1960-08-08,82,100,82,4
Freddie Cannon,Happy Shades Of Blue,1960-08-08,83,93,83,3
Frankie Lymon,Little Bitty Pretty One,1960-08-08,84,0,0,0
Jack Scott,Cool Water,1960-08-08,85,87,85,3
Paul Anka,I Love You In The Same Old Way,1960-08-08,86,73,73,2
Neil Sedaka,You Mean Everything To Me,1960-08-08,87,0,0,0
Shirley and Lee,I've Been Loved Before,1960-08-08,88,94,88,6
Etta & Harvey,If I Can't Have You,1960-08-08,89,92,89,2
Paul Evans,The Brigade Of Broken Hearts,1960-08-08,90,0,0,0
Jimmy Jones,That's When I Cried,1960-08-08,91,83,83,5
Jan & Dean,We Go Together,1960-08-08,92,96,92,2
Johnny Bond,Hot Rod Lincoln,1960-08-08,93,0,0,0
The Everly Brothers,Be Bop A-Lula,1960-08-08,94,90,74,5
Hank Ballard And The Midnighters,The Twist,1960-08-08,95,53,53,4
The Statues,Blue Velvet,1960-08-08,96,0,0,0
Bobby Vee,Devil Or Angel,1960-08-08,97,99,97,2
Conway Twitty,She's Mine,1960-08-08,98,0,0,0
Dodie Stevens,No,1960-08-08,99,0,0,0
Neil Sedaka,Run Samson Run,1960-08-08,100,0,0,0
Elvis Presley With The Jordanaires,It's Now Or Never,1960-08-15,1,3,1,5
Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,1960-08-15,2,1,1,7
Brenda Lee,I'm Sorry,1960-08-15,3,2,1,12
Roy Orbison,Only The Lonely (Know How I Feel),1960-08-15,4,4,2,11
The Ventures,Walk -- Don't Run,1960-08-15,5,7,5,5
Fats Domino,Walking To New Orleans,1960-08-15,6,10,6,9
Hank Ballard And The Midnighters,Finger Poppin' Time,1960-08-15,7,15,7,14
Chubby Checker,The Twist,1960-08-15,8,11,8,3
Ray Peterson,Tell Laura I Love Her,1960-08-15,9,8,7,10
Safaris with The Phantom's Band,Image Of A Girl,1960-08-15,10,6,6,11
Bobby Rydell,Volare,1960-08-15,11,27,11,5
Donnie Brooks,Mission Bell,1960-08-15,12,18,12,10
Hank Locklin,"Please Help Me, I'm Falling",1960-08-15,13,9,8,13
Jackie Wilson,(You Were Made For) All My Love,1960-08-15,14,24,14,6
Anita Bryant,In My Little Corner Of The World,1960-08-15,15,23,15,6
Hollywood Argyles,Alley-Oop,1960-08-15,16,5,1,12
The Fendermen,Mule Skinner Blues,1960-08-15,17,13,5,13
Johnny Preston,Feel So Fine,1960-08-15,18,14,14,9
Jackie Wilson,"A Woman, A Lover, A Friend",1960-08-15,19,29,19,6
Connie Francis,Everybody's Somebody's Fool,1960-08-15,20,12,1,15
The Crests,Trouble In Paradise,1960-08-15,21,20,20,10
Garry Miles,Look For A Star,1960-08-15,22,16,16,9
Ferrante & Teicher,Theme From The Apartment,1960-08-15,23,36,23,4
Dinah Washington,This Bitter Earth,1960-08-15,24,26,24,9
Duane Eddy And The Rebels,Because They're Young,1960-08-15,25,17,4,13
Lloyd Price and His Orchestra,Question,1960-08-15,26,19,19,8
The Demensions,Over The Rainbow,1960-08-15,27,25,25,7
Johnny Burnette,Dreamin',1960-08-15,28,41,28,4
Bill Black's Combo,Josephine,1960-08-15,29,22,18,8
The Everly Brothers,When Will I Be Loved,1960-08-15,30,21,8,12
Billy Vaughn And His Orchestra,Look For A Star,1960-08-15,31,28,19,9
Elvis Presley With The Jordanaires,A Mess Of Blues,1960-08-15,32,51,32,4
Fats Domino,Don't Come Knockin',1960-08-15,33,30,21,8
Frankie Avalon,Where Are You,1960-08-15,34,32,32,10
Brenda Lee,That's All You Gotta Do,1960-08-15,35,33,6,11
