Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
Illegal Parking,Voigt Dr/Equality Ln,9/28/2014,1409280060,9/28/2014,9:23 PM,,Checks OK
Public Intoxication,Warren Mall,9/28/2014,2014-1467,9/28/2014,9:29 PM,,Transported To Detox
Marijuana Contact,Marshall Apartments West,9/28/2014,1409280063,9/28/2014,9:34 PM,,Verbal Warning Issued
Drunk In Public,Warren mall,9/28/2014,2014-1469,9/28/2014,9:43 PM,,Closed By Adult Arrest
Unknown Event,Revelle Apartments,9/28/2014,1409280066,9/28/2014,9:44 PM,,Information Only
Drunk In Public,Voigt Dr/Lyman Ln,9/28/2014,2014-1470,9/28/2014,9:53 PM,"1 subject transported to detox for public intoxication and cited for minor consuming, 2 booked into jail for drunk in public and minor consuming",
Security Alarm,Mount Soledad Facility,9/28/2014,1409280069,9/28/2014,9:54 PM,,Referred To Other Agency-San Diego Police
Public Intoxication,Challenger Hall,9/28/2014,2014-1471,9/28/2014,10:05 PM,"Original call for a welfare check, per CSO's subject appears unconscious and being carried",Transported To Detox
Public Intoxication,Challenger Hall,9/28/2014,2014-1473,9/28/2014,10:20 PM,,Transported To Detox
Excessive Alcohol,Engineering Bldg Unit 1,9/28/2014,2014-1472,9/28/2014,10:21 PM,,Transported To Hospital
Citizen Flagdown,Justice Ln/Voigt Dr,9/28/2014,2014-1474,9/28/2014,10:25 PM,"Report of possible domestic violence incident, verbal argument only",Report Taken
Disturbance,1 Miramar Parking Structure,9/28/2014,1409280074,9/28/2014,10:30 PM,Large group putting hot air type of balloons on top of parking structure,Information Only
Domestic Violence Disturbance,Warren Mall-EMT Tent,9/28/2014,1409280075,9/28/2014,10:30 PM,Verbal argument only,Checks OK
Alcohol Contact,Tamarack Apartments,9/28/2014,1409280075,9/28/2014,10:35 PM,,Information Only
Excessive Alcohol,Gilman Dr/Mandeville Ln,9/28/2014,2014-1475,9/28/2014,10:36 PM,Officer observed female on the ground with several people standing over her,Transported To Hospital
Security Alarm,Tioga Hall,9/28/2014,1409280078,9/28/2014,10:43 PM,,Unfounded
Disturbance,Marshall Res Dean Residence,9/28/2014,1409280080,9/28/2014,10:52 PM,Report of subject peeing on fence,Information Only
Petty Theft,1 Miramar Bldg 3,9/28/2014,2014-1477,9/28/2014,11:00 PM-11:06 PM,"Bicycle, loss $800.00",Report Taken
Alcohol Contact,Marshall Apartments East,9/28/2014,1409280084,9/28/2014,11:18 PM,,Information Only
Medical Aid,Warren Mall,9/28/2014,2014-1476,9/28/2014,11:27 PM,"Unknown male unconscious being medically treated by medics, unknown if suffering from trauma, excessive alcohol or narcotics",Transported To Hospital
Public Intoxication,Warren Mall,9/28/2014,2014-1479,9/28/2014,11:37 PM,Subject seen repeatedly vomiting and falling onto grass,Transported To Detox
Welfare Check,The Village West Bldg 1,9/6/2014,140906001,9/6/2014,12:30 AM,"Per maintenance worker, intoxicated female vomiting",Checks OK
Public Intoxication,Village West Bldg 1,9/6/2014,2014-1378,9/6/2014,12:43 AM,,Transported To Detox
Suspicious Vehicle,Justice Ln/Voigt Dr,9/6/2014,140906005,9/6/2014,2:00 AM,,Field Interview
Security Alarm,Engineering Bldg Unit 1,9/6/2014,140906013,9/6/2014,8:17 AM,,False Alarm
Illegal Camping,Jacaranda,9/6/2014,2014-1380,9/6/2014,8:48 AM,Subjects sleeping on back patio of building,
Stolen Vehicle,Pangea Parking Structure,9/6/2014,2014-1381,9/5/2014-9/6/2014,11:00 PM-7:00 AM,,Report Taken
Citizen Flagdown,Pangea Parking Structure,9/6/2014,140906022,9/6/2014,11:20 AM,Directions,Information Only
Vandalism,1 Miramar Bldg 4,9/6/2014,140906035,9/6/2014,1:54 PM,Broken glass from fire extinguisher,Cancelled Before Dispatched
Minor Injury Accident,Mesa Day Care,9/6/2014,2014-1383,9/6/2014,2:21 PM,"Solo motorcyclist accident with passenger, subjects treated at hospital for minor injuries",Report Taken
Illegal Parking,Lot 510,9/6/2014,140906041,9/6/2014,2:38 PM,,Cited
Information,Engineering Bldg Unit 1,9/6/2014,140906042,9/6/2014,2:55 PM,"Detection alert, facilities management responding",Information Only
Suspicious Person,Lot 401,9/6/2014,2014-1384,9/6/2014,5:39 PM,Subject was violent with Scripps Hospital Security Officers after being escorted off property forillegal lodging,Closed By Adult Arrest
Citizen Contact,Voigt Dr/Hopkins Dr,9/6/2014,140906050,9/6/2014,6:18 PM,Reporting party unable to locate vehicle,Information Only
Suspicious Person,Birch Admissions,9/6/2014,2014-1385,9/6/2014,9:27 PM,Intoxicated female yelling out obscenities and threats towards other person(s),Closed By Adult Arrest
Citizen Contact,Birch Admissions,9/6/2014,140906056,9/6/2014,10:54 PM,People were playing prank on each other. Put handcuffs on one person and realized there is nokey to unlock them,Cancelled After Dispatched
Reckless Driving,Pangea Dr/Scholars Dr North,9/6/2014,140906058,9/6/2014,11:50 PM,Report of vehicle the drove past barricades,Unable To Locate
Disturbance,1 Miramar Bldg 2,9/6/2014,140906059,9/6/2014,11:57 PM,Loud party in 2nd floor community room,Will Cooperate
"Disturbance, Noise",1 Miramar Building 4,9/23/2014,1409230004,9/23/2014,1:40 AM,Moving furniture,Quiet on Arrival
Non Injury Accident,Parking Lot 310,9/23/2014,2014-1440,9/23/2014,10:40 AM,UC vehicle versus lamp post,Report Taken
Citizen Contact,UCSD Police Department,9/23/2014,1409230034,9/23/2014,1:21 PM,Damaged bike,Information Only
Citizen Flagdown,VA Hospital,9/23/2014,14019230041,9/23/2014,4:20 PM,,Information Only
Bicyclist Stop,Parking Lot 782,9/23/2014,1409230048,9/23/2014,5:43 PM,,"Closed By Citation, Adult"
Injury,Rebecca and John Moore Cancer Center,9/23/2014,2014-1442,9/23/2014,6:34 PM,Subject tripped while walking,Transported to Hospital by Medics
Security Alarm,Tioga Hall,9/23/2014,1409230055,9/23/2014,6:47 PM,,False Alarm
Citizen Contact,Village East 4,9/23/2014,1409230059,9/23/2014,10:24 PM,Noise compliance,Information Only
Citizen Contact,1 Miramar Building 2,9/23/2014,1409230060,9/23/2014,10:29 PM,Subject smoking cigarettes inside the apartment,Information Only
Citizen Contact,Kathmandu,9/23/2014,1409230064,9/23/2014,11:50 PM,Subjects refusing to go inside,Information Only
Grand Theft,Leichtag Biomedical Research Building,9/23/2014,2014-1444,9/23/2014,1:47 PM - 5:15 PM,Loss:  $1495.00,Report Taken
Suspicious Vehicle,Lot 604,9/16/2014,1409160002,9/16/2014,12:42 AM,,Checks OK
Suicide Attempt,SIO Pier,9/16/2014,1409160003,9/16/2014,1:27 AM,"Per San Diego Police, report of adult female who made suicidal threats via text message tofriend",Information Only
Fire Alarm,Structural & Material Engineering,9/16/2014,1409160004,9/16/2014,3:19 AM,,False Alarm
Security Alarm,Geisel Library,9/16/2014,1409160005,9/16/2014,3:44 AM,,False Alarm
Incomplete Wireless 911 Call,Thornton Hospital,9/16/2014,1409160007,9/16/2014,6:24 AM,Accidental dial,Referred To Other Agency- Thornton Hospital Security
Burglary,Cognitive Sciences Bldg,9/16/2014,2014-1409,9/16/2014,9:20 PM-4:50 PM,"Two laptop computers stolen from building, loss $2,200.00",Report Taken
Medical Aid,East Campus Parking Structure,9/16/2014,2014-1412,9/16/2014,9:45 AM,Adult male fell in 2nd floor elevator,Transported To Hospital
Welfare Check,Lebon Dr,9/16/2014,1409160018,9/16/2014,12:15 PM,Parent unable to get ahold of son,Checks OK
Citizen Contact,Voigt Dr/Hopkins Dr,9/16/2014,2014-1411,9/16/2014,12:30 PM,"Tree branch fell on vehicle, no injuries",Report Taken
Assist Other Agency,La Jolla Shores Dr/Downwind WY,9/16/2014,1409160024,9/16/2014,4:22 PM,"Per San Diego Police, vehicle vs. pedestrian accident",Information Only
Citizen  Flagdown,Lot 208,9/16/2014,1409160025,9/16/2014,4:29 PM,,Information Only
Welfare Check,Playhouse & Che Café,9/16/2014,1409160027,9/16/2014,5:06 PM,Report of elderly male who appears disoriented and asking for directions,Unable To Locate
Hazard Situation,Gilman Dr & 6th College Apartments,9/16/2014,1409160033,9/16/2014,6:03 PM,Flooding in dip,Referred To Other Agency
Welfare Check,Center For Molecular Medicine,9/16/2014,1409160039,9/16/2014,8:25 PM,Elderly male's electric wheelchair lost power,Checks OK
Medical Aid,Muir College Dr/North Torrey Pines Rd,9/16/2014,1409160042,9/16/2014,9:12 PM,Adult male passed out,Transported To Hospital
Bicyclist Stop,Gilman Dr/Villa La Jolla Dr,9/16/2014,1409160049,9/16/2014,10:27 PM,,Verbal Warning Issued
Welfare Check,Center For Molecular Medicine,9/16/2014,1409160053,9/16/2014,11:01 PM,,Information Only
Suspicious Person(s)/Vehicle(s),Lot 705,9/16/2014,1409160054,9/16/2014,11:25 PM,,Checks OK
Information,Redwood Dr-Coast Apartments,9/16/2014,1409160056,9/16/2014,11:52 PM,Tree branch in roadway,Information Only
Information,Mesa Day Care,9/16/2014,1409160059,9/16/2014,11:54 PM,Complete power outage,Power Restored
Assist Other Agency,Costa Verde Mall,9/26/2014,1409260011,9/26/2014,3:02 AM,San Diego Police flag downed about suspicious person(s) looking at vehicle in the area,Gone On Arrival
Information,North Mesa Apartments,9/26/2014,1409260014,9/26/2014,5:00 AM,Possible abandoned vehicle,Information Only
Information,Sanford Consortium,9/26/2014,1409260025,9/26/2014,6:40 AM,Report of fire alarm going off,Checks OK-Alarm Testing
Fire Alarm,Price Center,9/26/2014,1409260039,9/26/2014,9:06 AM,,False Alarm
Incomplete Wireless 911 Call,Biomedical Library,9/26/2014,1409260041,9/26/2014,9:30 AM,,Checks OK
Information,Supercomputer Center,9/26/2014,1409260042,9/26/2014,9:40 AM,Truck with tractor trailer idling by RIMAC loading dock,Referred To Other Agency-Parking
Bicyclist Stop,Lot 508,9/26/2014,1409260043,9/26/2014,9:46 AM,,Verbal Warning Issued
Incomplete Wireless 911 Call,Lot 782,9/26/2014,1409260059,9/26/2014,2:34 PM,,Checks OK
Suspicious Person,Villa La Jolla Dr,9/26/2014,1409260060,9/26/2014,2:47 PM,,Gone On Arrival
Incomplete Wireless 911 Call,Price Center,9/26/2014,140926063,9/26/2014,3:16 PM,,Checks OK
Medical Aid,Rebecca & John Moores Cancer Center,9/26/2014,1409260065,9/26/2014,3:39 PM,Adult female patient possibly overdosed on unknown substance,Transported To Hospital
Citizen Flagdown,Price Center,9/26/2014,1409260066,9/26/2014,3:42 PM,Furnished transportation for male and female to La Jolla Colony,Information Only
Information,Ridgewalk,9/26/2014,1409260068,9/26/2014,4:33 PM,"Suspicious person, asked two students for directions and then began to follow them",Information Only
Security Alarm,Great Hall,9/26/2014,1409260069,9/26/2014,4:36 PM,,False Alarm
Medical Aid,Marshall Res Halls,9/26/2014,1409260073,9/26/2014,5:34 PM,Young adult female feeling nauseous,Transported To Hospital
Petty Theft,VA Hospital,9/26/2014,2014-1458,9/26/2014,9:55 AM-7:48 PM,"License plate stolen from vehicle, loss $25.00",Report Taken
Illegal Parking,Lot 306,9/26/2014,1409260080,9/26/2014,9:42 PM,,Gone On Arrival
Fire Alarm,North Mesa Apartments,9/26/2014,1409260083,9/26/2014,10:11 PM,,False Alarm
Medical Aid,La Jolla Playhouse,9/26/2014,1409260084,9/26/2014,10:17 PM,"Adult female fainted, checked out by physician and driven home by friend",Information Only
Disturbance,Central Mesa Apartments,9/26/2014,1409260085,9/26/2014,11:02 PM,Loud party,Information Only
Welfare Check,Village East 1,9/26/2014,1409260086,9/26/2014,11:05 PM,Intoxicated person being carried,Checks OK
Citizen Flagdown,Gilman Dr/Russell Ln,9/26/2014,1409260087,9/26/2014,11:13 PM,,Information Only
Fire Alarm,Urey Hall,9/3/2014,140903005,9/3/2014,7:01 AM,,False Alarm
Welfare Check,Gilman Dr/Myers Dr,9/3/2014,140903019,9/3/2014,8:47 AM,Adult male hobbling off bus,Unable To Locate
Suspicious Person,Café Ventanas,9/3/2014,140903025,9/3/2014,10:09 AM,,Unable To Locate
Information,The Village Bldg 4,9/3/2014,140903026,9/3/2014,10:11 AM,"5 subjects wandering around, seemed lost and confused, last seen walking off campus",Information Only
Bicyclist Stop,Lot 705,9/3/2014,140903034,9/3/2014,12:16 PM,,Written Warning Issued
Domestic Violence Disturbance,South Mesa Apartments,9/3/2014,2014-1369,9/3/2014,12:41 PM,Male subject pushed his ex-girlfriend then drove away with her cell phone without consent,Report Taken
Fire Alarm,Earth Hall,9/3/2014,140903036,9/3/2014,12:59 PM,,False Alarm
Hit & Run-No Injuries,Lot 760,9/3/2014,140903038,9/3/2014,1:11 PM,Damage to hood of vehicle not caused by another vehicle,Information Only
Shoplifting,Bookstore,9/3/2014,2014-1370,9/3/2014,2:25 PM,,"Closed By Citation, Adult"
Unknown Event,North Torrey Pines Rd/Muir College Dr,9/3/2014,140903041,9/3/2014,1:58 PM,Passerby saw male lying down on sidewalk,Checks OK
Welfare Check,Scholars Dr North/Muir College Dr,9/3/2014,2014-1371,9/3/2014,4:13 PM,"Report of non-affiliate adult male lying on the ground, flopping around",Stay Away Order Issued
Security Alarm,Jacaranda,9/3/2014,140903052,9/3/2014,6:19 PM,,False Alarm
Medical Aid,Geisel Library,9/3/2014,140903057,9/3/2014,7:58 AM,Young adult male experiencing chest pains and pain in left arm,Checks OK/Medical Transportation Refused
Information,"Costa Verde Ave, La Jolla, CA",9/3/2014,140903059,9/3/2014,8:54 PM,Reporting party is receiving threatening text messages from ex-boyfriend,Referred To Other Agency-San Diego Police Department
Welfare Check,Blacks Beach Gate,9/3/2014,140903061,9/3/2014,9:09 PM,Parent unable to get ahold of daughter who had left to go walk at Blacks Beach,Checks OK
Suspicious Person,Marshall Apartments West,9/3/2014,140903063,9/3/2014,9:23 PM,,Unable To Locate
Medical Aid,Marshall Apartments West,9/3/2014,140903070,9/3/2014,11:52 PM,Young adult female experiencing chest pains,Transported To Hospital
Alcohol Contact,Marshall Res Halls,9/13/2014,140913002,9/13/2014,12:33 AM,,Unfounded
Security Alarm,Student Health,9/13/2014,140913003,9/13/2014,12:40 AM,,False Alarm
Fire Watch,Revelle Lab Bldg 2000,9/13/2014,140913004,9/13/2014,12:47 AM,Broken sprinkler line,Information Only
Security Alarm,Student Health,9/13/2014,140913006,9/13/2014,1:18 AM,,False Alarm
Prowler,Cuzco Hall,9/13/2014,140913009,9/13/2014,4:33 AM,Resident hearing something move in the bushes outside window,Quiet On Arrival
Security Alarm,Student Health,9/13/2014,140913012,9/13/2014,5:51 AM,,False Alarm
Security Alarm,Student Health,9/13/2014,140913014,9/13/2014,6:18 AM,,False Alarm
Suspicious Vehicle,La Jolla Village Dr,9/13/2014,140913020,9/13/2014,9:10 AM,Motorhome parked at location,Field Interview
Assist Other Agency,Blacks Beach Gate,9/13/2014,140913024,9/13/2014,9:42 AM,San Diego Police requesting gate access for call of subject stuck on cliff,Checks OK
Noise Disturbance,1 Miramar Bldg 3,9/13/2014,140913033,9/13/2014,11:52 AM,Large group in grass area playing loud music,Will Cooperate
Information,Stein Clinical Research Bldg,9/13/2014,140913044,9/13/2014,4:50 PM,Human waste outside of men's restroom,Information Only
Security Alarm,Mount Soledad Facility,9/13/2014,140913049,9/13/2014,5:40 PM,,False Alarm
Illegal Parking,La Jolla Farms Rd,9/13/2014,140913052,9/13/2014,6:24 PM,,Cited
Citizen Contact,North Mesa Apartments,9/13/2014,140913059,9/13/2014,8:10 PM,"Report of small group by BBQ pits, smoking cigarettes",Gone ON Arrival
Marijuana Contact,Lot 113,9/13/2014,140913064,9/13/2014,10:59 PM,,Field Interview
Citizen Flagdown,Center Hall/Library Walk,9/13/2014,140913065,9/13/2014,11:26 PM,Directions,Information Only
Citizen Contact,Visual Arts,9/15/2014,1409150006,9/15/2014,1:47 AM,,Information Only
Suspicious Vehicle,La Jolla Village Drive,9/15/2014,1409150009,9/15/2014,3:41 AM,Occupied vehicle,Field Interview
Citizen Flagdown,Campus Point Drive/Medical Center Drive,9/15/2014,1409150011,9/15/2014,5:37 AM,,Field Interview
"Disturbance, General",Preuss School,9/15/2014,1409150014,9/15/2014,6:07 AM,Transient jumped in front of RP's vehicle,Field Interview
Report of Burglary,Espresso Cart on Mandeville,9/15/2014,2014-1402,9/13/2014,5:50 PM,Loss:  $492.00,Report Taken
Citizen Contact,Parking Lot 412,9/15/2014,2014-1403,9/12/2014-9/15/2014,8:30 AM - 10:11 AM,Cart versus vehicle collision from last week,Report Taken
Non Injury Accident,The Village Building 2,9/15/2014,2014-1404,9/15/2014,11:25 AM,Commercial vehicle versus UC property,Report Taken
Petty Theft,Natural Sciences Building,9/15/2014,2014-1405,9/15/2014,12:19 PM,,Report Taken
Report of Grand Theft,Gilman Parking Structure,9/15/2014,2014-1406,9/2/2014,12:20 PM - 12:40 PM,Loss:  $4000.00,Report Taken
Welfare Check,Muir Field,9/15/2014,1409150049,9/15/2014,3:58 PM,,Checks Ok
Hazard Situation,North Torrey Pines Road/Salk Institute Road,9/15/2014,1409150051,9/15/2014,4:08 PM,Tree branch down in the south bound lane,Referred to Other Agency
Ticket Sign-Off,UCSD Police Department,9/15/2014,1409150053,9/15/2014,4:43 PM,,Information Only
Battery,Parking Lot 208,9/15/2014,2014-1407,9/15/2014,4:55 PM - 7:10 PM,,Closed By Adult Arrest - transported to San Diego County Jail
Suspicious Person,Scholars Drive North/Muir College Drive,9/15/2014,1409150056,9/15/2014,5:00 PM,,Unable to Locate
Incomplete Wireless Call,Gilman Parking Office,9/15/2014,1409150057,9/15/2014,5:07 PM,,Checks Ok
Suspicious Person,Preuss School,9/15/2014,1409150058,9/15/2014,5:43 PM,,Gone On Arrival
Suspicious Circumstances,Tenaya Hall,9/15/2014,1409150060,9/15/2014,6:06 PM,,Cancelled After Dispatch
Security Alarm,Robinson Complex Building 3,9/15/2014,1409150061,9/15/2014,6:18 PM,,False Alarm
"Disturbance, Argument",La Estancia Hotel,9/15/2014,1409150062,9/15/2014,6:45 PM,,Referred to Other Agency - San Diego Police Department
Suspicious Person,Black Hall,9/15/2014,1409150068,9/15/2014,9:51 PM,,Field Interview
Fire Alarm,Lyman Hall,9/15/2014,1409150071,9/15/2014,11:43 PM,,False Alarm
Drunk In Public,Gilman Parking Structure,9/20/2014,2014-1431,9/20/2014,12:15 AM,,Closed By Adult Arrest
Noise Disturbance,Village East 1,9/20/2014,1409200003,9/20/2014,1:16 AM,Assist with party and Id'ing subject,Information Only
Suspicious Person,Pharmaceutical Sciences,9/20/2014,1409200007,9/20/2014,9:13 AM,Adult male sleeping on ground,"Closed By Citation, Adult"
Security Alarm,KECK SOM,9/20/2014,1409200009,9/20/2014,10:43 AM,,False Alarm
Illegal Parking,Voigt Dr/Lyman Ln,9/20/2014,1409200011,9/20/2014,1:06 PM,,Cited
Hit & Run-No Injuries,VA Hospital,9/20/2014,2014-1433,9/20/2014,7:15 AM,,Report Taken
