,Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
213,Illegal Parking,Genesee Avenue,9/23/2017,1709230021,9/23/2017,10:11 AM,,Citation Issued
214,Hit and Run No Injuries,Lot 104,9/23/2017,1709230022,9/23/2017,10:42 AM,"Note left on vehicle, no report desired by reporting party",Information Only
215,Citizen Contact,Lot 107,9/23/2017,1709230024,9/23/2017,11:44 AM,,Checks OK
216,Citizen Flagdown,Lot 101,9/23/2017,1709230025,9/23/2017,11:45 AM,Subject needed help retrieving her spare tire from vehicle,Service Provided
217,Information,The Village East Building 4,9/23/2017,1709230026,9/23/2017,11:56 AM,"Subject was stuck in elevator at location, but was able to get out",Information Only
218,Bicyclist Stop,Gilman Drive/Villa La Jolla Drive,9/23/2017,1709230027,9/23/2017,12:05 PM,Failure to stop at red light,Verbal Warning Issued
219,Preserve the Peace,Rimac,9/23/2017,1709230029,9/23/2017,12:54 PM,Requesting unit standby while Minnesota Timberwolves load their vehicle,Service Provided
220,Illegal Parking,Tioga Hall,9/23/2017,1709230030,9/23/2017,1:07 PM,,Information Only
221,Bicyclist Stop,Lot 701,9/23/2017,1709230036,9/23/2017,1:55 PM,Stop required,Citation Issued
222,Fire Alarm,South Mesa Apartments,9/23/2017,1709230047,9/23/2017,4:39 PM,,False Alarm
223,Hazard Situation,Health Sciences Drive/Voigt Drive,9/23/2017,1709230051,9/23/2017,6:12 PM,Mattress in the bike lane,Referred to Other Department
224,Security Alarm,Keck Som,9/23/2017,1709230058,9/23/2017,7:00 PM,,False Alarm
225,Petty Theft,Ola Parking Structure,9/23/2017,2017-1436,9/22/2017 - 9/23/2017,10:00 PM - 4:00 PM,"Theft of residential parking permit, loss $100",Report Taken
226,Lost Property,Lot 302,9/23/2017,1709230067,9/23/2017,8:43 PM,Envelope containing $200 may have been dropped,Information Only
227,Citizen Contact,Coast Apartments,9/23/2017,1709230071,9/23/2017,9:26 PM,People smoking on the balcony,Student Conduct Referral
228,Bicyclist Stop,Gilman Drive/Myers Drive,9/23/2017,1709230081,9/23/2017,10:14 PM,Failed to stop at light,Verbal Warning Issued
229,Possession of Marijuana,Marshall Apartments East,9/23/2017,1709230084,9/23/2017,10:25 PM,,Unable to Locate
230,Impounded Drugs,Revelle Apartments,9/23/2017,2017-1437,9/23/2017,10:54 PM - 11:10 PM,Original call for dispute between two RAs and four possible residents,Report Taken
231,Alcohol Contact,Earth Hall South,9/23/2017,1709230090,9/23/2017,10:59 PM,,Student Conduct Referral
232,Noise Disturbance,La Jolla Del Sol,9/23/2017,1709230096,9/23/2017,11:28 PM,People at pool,Will Cooperate
233,Bicycle Theft,Black Hall,9/23/2017,2017-1446,9/22/2017 - 9/23/2017,7:30 PM - 1:30 PM,Loss $330,Online Report
234,Illegal Parking,Mesa Nueva Building A,9/20/2017,1709200001,9/20/2017,12:03 AM,Student parked in 20 minute zone,Unable to Locate
235,Citizen Contact,Lot 208,9/20/2017,1709200002,9/20/2017,12:05 AM,Vehicle left lights on,Information Only
236,Suspicious Person,Geisel Library,9/20/2017,1709200003,9/20/2017,12:07 AM,Possible bicycle casers,Unable to Locate
237,Disturbance,Mandeville Center,9/20/2017,1709200004,9/20/2017,12:18 AM,Yelling coming from library walk,Checks OK
238,Citizen Contact,Gilman Drive/Myers Drive,9/20/2017,1709200006,9/20/2017,12:54 AM,,Service Provided
239,Deface with Paint,UCTR 303,9/20/2017,2017-1423,9/20/2017,1:11 AM - 1:17 AM,Unknown suspect(s) used paint or other unknown substance to vandalize concrete sidewalk,Report Taken
240,Security Alarm,Medical Center Communications,9/20/2017,1709200011,9/20/2017,4:31 AM,,False Alarm
241,Security Alarm,Center for Coastal Studies,9/20/2017,1709200012,9/20/2017,5:23 AM,,Checks OK
242,Receiving Known Stolen Property,Geisel Library,9/20/2017,2017-1426,9/20/2017,8:34 AM,Subject in possession of cellular phone and debit card without owner's permission,Closed by Adult Arrest
243,Collision No Injury,Lot 507,9/20/2017,2017-1427,9/20/2017,9:33 AM,UCSD vehicle v. vehicle,Report Taken
244,Hit and Run No Injuries,VA Hospital,9/20/2017,2017-1428,9/20/2017,11:50 AM - 12:00 PM,Vehicle v. vehicle,Report Taken
245,Lost Property,Center for Molecular Genetics,9/20/2017,1709200031,9/20/2017,12:34 PM,Duffle bag left under sink,Unable to Locate
246,Suspicious Person,Lot 201,9/20/2017,1709200035,9/20/2017,4:51 PM,Subject trying different doors to vehicles,Unfounded
247,Bicyclist Stop,Lot 701,9/20/2017,1709200048,9/20/2017,9:01 PM,Stop required,Verbal Warning Issued
248,Suspicious Person,Lot 418,9/20/2017,1709200049,9/20/2017,9:20 AM,Known transient sleeping at location,Service Provided
249,Skateboard Stop,Scholars Drive North/Lot 303,9/20/2017,1709200053,9/20/2017,10:04 PM,,Verbal Warning Issued
250,Possession of Marijuana,Sixth College Residential Halls,9/20/2017,1709200056,9/20/2017,10:21 PM,Smells strongly of marijuana,Unfounded
251,Welfare Check,Matthews Apartments,9/20/2017,1709200063,9/20/2017,10:45 PM,Subject crying on balcony,Service Provided
252,Suspicious Vehicle,Ocean Boulevard,9/20/2017,1709200066,9/20/2017,11:02 PM,Subject inside vehicle,Field Interview
253,Bicyclist Stop,Voigt Drive/Justice Lane,9/20/2017,1709200067,9/20/2017,11:18 AM,,Verbal Warning Issued
254,Alcohol Contact,Matthews Apartments,9/20/2017,SC #01199-2017,9/19/2017,9:00 PM,Resident Advisor found alcohol in common area of suite where a group of under age students was gathered,Referred To Student Conduct
255,Suspicious Person,Lot 208,9/8/2017,1709080003,9/8/2017,1:47 PM,Subject sleeping in vehicle,Checks OK
256,Security Alarm,Mandeville Art Gallery,9/8/2017,1709080011,9/8/2017,7:18 AM,,Checks OK
257,Welfare Check,The Village West Building 3,9/8/2017,2017-1367,9/8/2017,7:39 AM,Subject distraught on call with officer,Report Taken
258,Fire Alarm,Oceanview Terrace,9/8/2017,1709080016,9/8/2017,8:53 AM,Working on fire alarms,Information Only
259,Information,Scholars Drive North/North Point Drive,9/8/2017,1709080020,9/8/2017,10:07 AM,ERC and The Village beginning to prepare to move this weekend,Information Only
260,Suspicious Person,Blacks Beach Gate,9/8/2017,1709080022,9/8/2017,10:29 AM,Reporting party saw subject walking on street looking like he is about to throw something,Unable to Locate
261,Information,North Torrey Pines Road/La Jolla Shores Drive,9/8/2017,1709080028,9/8/2017,11:35 AM,Metal stake sticking out of bus bench,Referred to Other Agency
262,Hit and Run with Injuries,VA Hospital,9/8/2017,2017-1377,9/8/2017,12:48 PM,Subject hit valet employee with vehicle door and took off,Report Taken
263,Non Injury Accident,West Point Loma Boulevard,9/8/2017,2017-1372,9/8/2017,12:48 PM,UCSD shuttle v. pole,Report Taken
264,Information,East Campus Parking Structure,9/8/2017,1709080038,9/8/2017,2:10 PM,"Two subjects were stuck in elevator at location, both were different callers and were able to eventually get out",Referred to Other Department
265,Security Alarm,Student Services Center,9/8/2017,1709080041,9/8/2017,3:04 PM,,False Alarm
266,Medical Aid,Cognitive Sciences Building,9/8/2017,1709080049,9/8/2017,5:48 PM,Subject on ground claiming he has eye pain and has difficulty seeing,Transported to Hospital
267,Fire Alarm,Geisel Library,9/8/2017,1709080053,9/8/2017,7:11 PM,,Referred to Other Department
268,Stay Away Order,Beagle Hall,9/8/2017,2017-1374,9/8/2017,8:55 PM,Original call for unknown subject sleeping near reporting party's suite,Report Taken
269,Suspicious Person,Lot 103,9/8/2017,1709080058,9/8/2017,9:48 PM,Occupied vehicle,Information Only
270,Possession of Marijuana,SIO Admin,9/8/2017,1709080059,9/8/2017,9:49 PM,Could smell marijuana from two subjects at location,Will Cooperate
271,Security Alarm,McGill Hall,9/8/2017,1709080063,9/8/2017,10:41 PM,,False Alarm
272,Security Alarm,Mandeville Art Gallery,9/8/2017,1709080066,9/8/2017,11:12 PM,,False Alarm
273,Alcohol Contact,Mesa Nueva Building A,9/8/2017,1709080072,9/8/2017,11:58 PM,Overintoxication of alcohol,Transported to Hospital
274,Display Unauthorized Placard,Lot 202,9/8/2017,2017-1371,9/8/2017,2:26 AM,,Report Taken
275,Public Over Intoxication to Hospital,Mesa Nueva Building A,9/8/2017,2017-1375,9/8/2017,11:58 PM,Original call for alcohol contact,Report Taken
276,Clery Incident - Rape,On Campus Residential,9/8/2017,2017-1593,5/1/2017,12:00 PM,,Information Only
277,Stay Away Order,Molli and Arthur Wagner Dance Building,9/5/2017,2017-1353,9/5/2017,12:59 AM - 1:19 AM,Illegal lodging,Report Taken
278,Welfare Check,Athena Parking Structure,9/5/2017,1709050007,9/5/2017,4:05 AM,Subject at bus stop,Field Interview
279,Suspicious Person,UCTR 303,9/5/2017,1709050014,9/5/2017,7:02 AM,Subject sleeping at location,Will Cooperate
280,Bicyclist Stop,Lot 704,9/5/2017,1709050022,9/5/2017,9:09 AM,Stop required,Citation Issued
281,Suspicious Vehicle,North Mesa Apartments,9/5/2017,1709050024,9/5/2017,9:54 AM,Vehicle appears abandoned,Checks OK
282,Suspicious Person,Geisel Library,9/5/2017,1709050028,9/5/2017,11:17 AM,Subject possibly previously wanted by UCSD police department for making threats seen at location,Information Only
283,Citizen Contact,UCSD Police Department,9/5/2017,2017-1355,9/5/2017,11:54 AM,"Student living off campus advising they are being stalked by multiple people, requesting more information on how to stay safe from officer",Report Taken
284,Bicyclist Stop,North Mesa Apartments,9/5/2017,1709050033,9/5/2017,12:27 PM,Stop required,Verbal Warning Issued
285,Suspicious Person,Central Mesa Apartments,9/5/2017,2017-1356,9/5/2017,1:05 PM,Subject seen following females,Report Taken
286,Grand Theft,Engineering Building Unit 3A,9/5/2017,2017-1357,9/1/2017 - 9/5/2017,Unknown,"Elevator pad from freight elevator taken without permission, loss $3000",Report Taken
287,Injury,Preuss School,9/5/2017,1709050039,9/5/2017,3:35 PM,Subject with gash on head due to being hit with cleats while playing soccer,Transported to Hospital
288,Suspicious Person,Geisel Library,9/5/2017,1709050050,9/5/2017,6:14 PM,Subject said police wanted to talk to him regarding emails he had sent to a staff member,Field Interview
289,Bicycle Theft,The Village West Building 1,9/5/2017,2017-1358,9/1/2017 - 9/5/2017,3:00 PM - 7:00 PM,Loss $480,Report Taken
290,Medical Aid,Rebecca and John Moores Cancer Center,9/5/2017,1709050053,9/5/2017,8:53 PM,Subject fell and is having pain in hips,Referred to Other Department
291,Information,Tenaya Hall,9/5/2017,1709050054,9/5/2017,8:59 PM,Conducting fire drill at location,Information Only
292,Suspicious Person,64 Degrees,9/5/2017,1709050056,9/5/2017,9:23 PM,Subject at location,Unable to Locate
293,Suspicious Vehicle,Lot 002,9/5/2017,1709050058,9/5/2017,9:52 PM,Subject sleeping in vehicle,Field Interview
294,Disturbance,Sumner Auditorium,9/5/2017,1709050063,9/5/2017,11:02 PM,"Subject pushing a box in a stroller, occasionally hitting stroller with stick",Field Interview
295,Bicycle Theft,Rita Atkinson,9/5/2017,2017-1359,8/31/2017 - 9/4/2017,6:40 PM - 10:00 PM,Loss $120,Report Taken
296,Security Alarm,Price Center,9/11/2017,1709110001,9/11/2017,12:08 AM,,False Alarm
297,Unknown Trouble,1 Miramar Building 2,9/11/2017,1709110003,9/11/2017,12:22 AM,Reporting party thought he heard female screaming,Unable to Locate
298,Information,Engineering Building Unit 2,9/11/2017,1709110006,9/11/2017,1:11 AM,Golf cart parked unusually on walkway,Information Only
299,Security Alarm,Warren Lecture Hall,9/11/2017,1709110008,9/11/2017,3:37 AM,,False Alarm
300,Vehicle Theft,Engineering Building Unit 2,9/11/2017,2017-1381,9/11/2017,1:11 AM - 4:30 AM,"Unknown suspect(s) took two golf carts, one was recovered and the other was involved in a collision and is a total loss",Report Taken
301,Information,Holiday Court/Villa La Jolla Drive,9/11/2017,1709110012,9/11/2017,5:51 AM,Vehicle appears to have been hit and is on and blocking sidwalk,Referred to Other Agency
302,Injury,South Mesa Apartments,9/11/2017,2017-1382,9/11/2017,9:40 AM,Child rolled off of bed,Transported to Hospital
303,Burglary,Center for Molecular Medicine West,9/11/2017,2017-1383,9/6/2017 - 9/11/2017,4:30 PM - 8:15 AM,"Unknown suspect(s) entered a UCSD office and took the victim's property without the knowledge, or consent of the onwer, loss $490",Report Taken
304,Security Alarm,Student Health,9/11/2017,1709110030,9/11/2017,11:23 AM,,False Alarm
305,Medical Aid,CA Insitute for Telecommunication,9/11/2017,1709110032,9/11/2017,11:54 AM,Subject with increased heart rate,Transported to Hospital
306,Security Alarm,Lot 418,9/11/2017,1709110035,9/11/2017,2:58 PM,,False Alarm
307,Information,Jacobs Medical Center,9/11/2017,1709110037,9/11/2017,8:00 PM,Conducting training for infant abduction,Information Only
308,Bicycle Theft,Jacobs Hall,9/11/2017,2017-1386,9/11/2017,8:05 AM - 4:50 PM,Loss $129,Online Report
309,Bicycle Theft,Mayer Hall,9/11/2017,2017-1387,9/11/2017,8:30 AM - 5:00 PM,Loss $900,Online Report
310,Information,North Torrey Pines Road/Revelle College Drive,9/10/2017,1709100005,9/10/2017,12:42 AM,Male voice coming from bushes,Information Only
311,Welfare Check,Mesa Nueva Building B,9/10/2017,1709100012,9/10/2017,2:00 AM,Subject on top of structure at location,Checks OK
312,Security Alarm,Biomedical Library,9/10/2017,1709100019,9/10/2017,5:05 AM,,False Alarm
313,Ticket Sign Off,UCSD Police Department,9/10/2017,1709100027,9/10/2017,12:14 PM,,Service Provided
314,Petty Theft,Rita Atkinson Residences,9/10/2017,2017-1379,9/9/2017 - 9/10/2017,9:00 PM - 11:00 AM,"Bicycle theft, loss $150",Report Taken
315,Suspicious Person,Salk Institute,9/10/2017,1709100033,9/10/2017,3:48 PM,Two subjects tried to jump fence,Unable to Locate
316,Unknown Injury Accident,La Jolla Playhouse,9/10/2017,2017-1380,9/10/2017,4:38 PM,Vehicle ran red light and went through a barrier,Report Taken
317,Security Alarm,Warren Lecture Hall,9/10/2017,1709100037,9/10/2017,6:25 PM,,False Alarm
318,Disturbance,Central Mesa Apartments,9/10/2017,1709100038,9/10/2017,6:33 PM,Car alarm going off for the past 2 hours,Information Only
319,Security Alarm,Warren Lecture Hall,9/10/2017,1709100039,9/10/2017,7:18 PM,,False Alarm
320,Security Alarm,Leichtag Biomedical Building,9/10/2017,1709100042,9/10/2017,8:15 PM,,False Alarm
321,Information,UCSD Police Department,9/10/2017,1709100046,9/10/2017,9:00 PM,Possible suspicious person,Unable to Locate
322,Information,Interstate 5/La Jolla Village Drive,9/10/2017,1709100047,9/10/2017,9:16 PM,Vehicle traveling in the wrong direction,Referred to Other Agency
323,Information,VA Hospital,9/10/2017,1709100051,9/10/2017,9:38 PM,Subject with chest pains,Referred to Other Department
324,Citizen Contact,Lot 704,9/10/2017,1709100053,9/10/2017,10:47 PM,Student driver using cones for practice,Information Only
325,Alcohol Contact,Tuolumne Apartments,9/25/2017,1709250002,9/25/2017,12:07 AM,,Student Conduct Referral
326,Alcohol Contact,Marshall Residential Halls,9/25/2017,1709250003,9/25/2017,12:25 AM,,Student Conduct Referral
327,Welfare Check,The Village West Building 2,9/25/2017,1709250004,9/25/2017,12:31 AM,Flagged down regarding welfare check,Unable to Locate
328,Information,Tuolomne Apartments,9/25/2017,2017-1444,9/25/2017,12:36 AM,Marijuana impounded,Report Taken
329,Security Alarm,Warren Lecture Hall,9/25/2017,1709250006,9/25/2017,12:42 AM,,False Alarm
330,Information,Scholars Drive North,9/25/2017,170925009,9/25/2017,12:56 AM,Vehicle passing without headlights on,Gone On Arrival
331,Security Alarm,Warren Lecture Hall,9/25/2017,1709250010,9/25/2017,1:06 AM,,False Alarm
332,Alcohol Contact,Brennan Hall,9/25/2017,1709250011,9/25/2017,1:07 AM,,Student Conduct Referral
333,Suspicious Person,Lot 406,9/25/2017,1709250016,9/25/2017,1:40 AM,Subject sleeping on sidewalk,Field Interview
334,Disturbance - Party,The Village West Building 1,9/25/2017,1709250018,9/25/2017,1:45 AM,Residents refusing to come out of room,Student Conduct Referral
335,Public Over Intoxication,The Village West Building 1,9/25/2017,2017-1445,9/25/2017,1:51 AM,Subject under influence of an intoxicating liquor,Transported to Hospital
336,Information,Black Hall,9/25/2017,1709250020,9/25/2017,2:48 AM,Bicycle impound,Information Only
337,Information,Lot 310,9/25/2017,1709250022,9/25/2017,3:10 AM,Door open to building for the last 3 hours,Information Only
338,Bicyclist Stop,Voigt Drive/Gilman Drive,9/25/2017,1709250031,9/25/2017,8:02 AM,Failure to stop,Citation Issued
339,Citizen Contact,La Jolla Village Drive/Villa La Jolla Drive,9/25/2017,1709250043,9/25/2017,11:26 AM,,Cancelled
340,Lost Property,Engineering Building Unit 1,9/25/2017,1709250046,9/25/2017,1:03 PM,Backpack left unattended for last ten minutes,Information Only
341,Information,Rebecca and John Moores Cancer Center,9/25/2017,1709250048,9/25/2017,1:22 PM,Subject having a seizure,Information Only
342,Ticket Sign Off,UCSD Police Department,9/25/2017,1709250051,9/25/2017,2:43 PM,,Service Provided
343,Suspicious Person,Library Walk,9/25/2017,1709250053,9/25/2017,3:05 PM,"Two male subjects seen holding bike with detached wheel, reporting party believes it to be stolen",Unable to Locate
344,Collision Counter Report,Campus Services Complex Building G,9/25/2017,2017-1447,9/25/2017,2:00 PM,UC Vehicle involved in collision,Report Taken
345,Collision No Injury,Mesa Nueva Building A,9/25/2017,2017-1448,9/25/2017,5:53 PM,UCSD shuttle bus v. personal vehicle,Report Taken
346,Suspicious Person,Villa La Jolla Drive/La Jolla Village Drive,9/25/2017,1709250060,9/25/2017,6:43 PM,Subject walking into traffic,Field Interview
